menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
1,1,1947,1947,1.5,1.5
1,1,1918,1918,0.25,0.25
1,1,1899,1899,0.2,0.2
1,1,1905,1905,1.5,1.5
6,6,1917,1917,0.1,0.1
1,1,1917,1917,0.25,0.4
1,1,1905,1905,0.85,0.85
1,1,1917,1917,0.35,0.35
11,11,1912,1963,0.4,0.6
1,1,1914,1914,0.35,0.35
1,1,1914,1914,0.25,0.25
1,1,1900,1900,0.15,0.15
3,3,1905,1906,0.5,1.5
1,1,1901,1901,0.2,0.2
2,2,1949,1949,0.16,0.16
1,1,1901,1901,2.0,23.0
1,1,1939,1939,0.4,0.4
1,1,1939,1939,0.85,0.85
1,1,1917,1917,65.0,65.0
8,8,1900,1920,0.2,0.6
1,1,1918,1918,0.4,0.4
1,1,1948,1948,0.2,0.2
186,189,1912,1920,0.3,45.0
1,1,1918,1918,0.25,0.25
6,6,1917,1917,0.15,0.15
2,2,1917,1917,0.5,0.5
1,1,1914,1914,0.25,0.25
2,2,1938,1939,0.1,0.1
1,1,1944,1944,1.5,1.5
1,1,1975,1975,2.5,2.5
1,1,1900,1900,0.35,6.75
2,2,1901,1901,0.5,0.75
1,1,1949,1949,1.25,1.25
1,1,1975,1975,4.0,4.0
2,2,1950,1957,1.75,1.75
2,2,1900,1900,2.0,5.0
1,1,1900,1900,0.1,0.1
22,25,1900,1950,0.1,1.25
1,1,1948,1948,0.2,0.2
1,1,1900,1900,0.15,0.15
1,1,1984,1984,2.5,2.5
2,2,1900,1900,0.1,0.15
1,1,1987,1987,11.75,11.75
1,1,1917,1917,0.2,0.2
1,1,1985,1985,6.25,6.25
1,1,1900,1900,0.35,0.35
21,21,1900,1918,0.35,0.6
1,1,1919,1919,0.4,0.4
2,2,1882,1892,0.6,0.75
1,1,1920,1920,1.25,1.25
1,1,1917,1917,0.5,0.5
1,1,1913,1913,0.05,0.05
4,4,1918,1918,0.9,0.9
4,4,1900,1906,0.25,1.0
1,1,1948,1948,0.95,0.95
1,1,1900,1900,0.35,0.35
1,1,1963,1963,2.5,2.5
1,1,1917,1917,0.35,0.35
1,1,1954,1954,1.75,1.75
1,1,1957,1957,2.25,2.25
3,3,1906,1913,0.45,0.75
1,1,1955,1955,6.0,6.0
1,1,1964,1964,3.95,3.95
7,7,1900,1916,0.3,0.65
2,2,1941,1941,0.1,0.2
1,1,1958,1958,2.85,2.85
1,1,1940,1940,0.35,0.35
2,2,1913,1913,0.1,0.1
4,6,1913,1962,0.65,0.7
1,1,1918,1918,0.45,0.45
1,1,1896,1896,0.35,0.35
1,1,1912,1912,0.45,0.45
1,1,1913,1913,1.75,1.75
1,1,1943,1943,2.25,2.25
1,1,1961,1961,1.95,1.95
2,2,1953,1953,1.25,2.5
1,1,1959,1959,0.5,0.7
2,2,1900,1900,0.4,0.5
4,4,1900,1901,0.65,0.65
1,1,1917,1917,0.7,0.7
1,0,1962,1962,17.0,17.0
1,1,1914,1914,0.25,0.25
1,1,1901,1901,0.15,0.25
4,4,1899,1900,0.3,0.3
6,6,1913,1917,0.1,0.2
8,8,1899,1901,0.3,0.4
1,1,1918,1918,0.2,0.2
1,1,1906,1906,1.25,1.25
1,1,1894,1894,0.35,0.35
1,1,1943,1943,0.85,0.85
1,1,1906,1906,0.45,0.45
1,1,1917,1917,0.2,2.5
9,15,1900,1907,1.0,1.5
1,1,1918,1918,0.2,0.2
11,13,1918,1918,1.0,1.0
2,2,1913,1917,0.2,0.25
1,1,1918,1918,3.25,6.5
2,2,1917,1917,0.2,1.5
1,1,1985,1985,2.75,2.75
6,6,1914,1916,0.5,0.75
3,3,1914,1914,0.15,0.15
1,1,1862,1862,1.5,1.5
1,1,1914,1914,0.1,0.1
1,1,1900,1900,0.5,0.5
1,1,1987,1987,0.55,0.55
1,1,1915,1915,0.1,0.1
1,1,1917,1917,0.75,0.75
1,1,1957,1957,1.5,1.5
1,1,1914,1914,0.1,0.1
1,1,1900,1900,0.75,1.5
1,1,1957,1957,0.9,0.9
2,2,1915,1917,0.75,1.0
1,1,1907,1907,0.25,0.25
4,4,1900,1900,0.15,0.25
1,1,1917,1917,0.5,0.5
1,1,1978,1978,9.5,9.5
2,2,1914,1914,0.1,0.1
2,2,1917,1949,0.3,0.3
1,1,1917,1917,0.15,0.15
1,1,1900,1900,0.25,0.25
1,1,1964,1964,7.5,7.5
2,2,1943,1955,1.75,1.75
1,1,1852,1852,2.0,2.0
1,1,1972,1972,5.25,5.25
1,1,1959,1959,1.2,1.2
8,8,1900,1900,1.5,3.0
1,1,1914,1914,0.4,0.4
2,2,1900,1900,1.5,1.5
2,2,1940,1940,0.75,0.75
10,10,1917,1917,0.75,0.75
1,1,1900,1900,0.3,0.3
3,4,1917,1917,2.0,2.0
3,3,1912,1914,0.4,0.75
1,1,1921,1921,0.75,0.75
3,3,1900,1900,0.4,0.45
4,4,1900,1938,2.25,2.25
2,2,1900,1900,0.4,0.6
1,1,1900,1900,0.2,0.2
1,1,1940,1940,0.5,0.5
2,2,1907,1907,2.5,5.0
1,1,1964,1964,2.95,2.95
1,1,1919,1919,0.65,0.65
1,1,1963,1963,1.1,1.1
2,2,1900,1900,0.3,0.3
1,1,1914,1914,0.6,0.6
2,2,1938,1987,1.25,1.75
1,1,1958,1958,1.95,1.95
2,2,1947,1964,0.4,0.4
1,1,2000,2000,5.5,5.5
1,1,1917,1917,1.5,1.5
1,1,1900,1900,0.2,0.2
7,7,1905,1906,0.4,0.75
1,1,1913,1913,0.2,0.2
1,1,1952,1952,0.5,0.5
1,1,1969,1969,0.15,0.15
1,1,1914,1914,1.25,2.0
1,1,1973,1973,3.25,3.25
1,1,1900,1900,0.4,0.4
2,2,1901,1901,0.2,0.2
2,2,1957,1958,0.25,0.25
1,1,1906,1906,0.3,0.3
1,1,1918,1918,0.35,0.35
1,1,1913,1913,0.15,0.15
2,2,1900,1900,0.1,0.1
1,1,1938,1938,0.45,0.45
2,2,1984,1984,3.75,3.75
1,1,1880,1880,3.5,3.5
1,1,1940,1940,1.25,2.25
1,1,1954,1954,0.5,0.5
1,1,1998,1998,42.0,42.0
3,3,1913,1918,0.15,0.3
2,2,1912,1919,0.1,0.1
2,2,1939,1944,0.75,1.5
1,1,1940,1940,0.4,0.4
2,2,1918,1918,0.6,0.7
1,1,1900,1900,0.5,1.0
1,1,1900,1900,35.0,35.0
2,2,1917,1918,1.5,1.5
1,1,1905,1905,0.55,1.0
2,2,1939,1939,0.5,1.25
2,2,1900,1900,0.25,0.25
1,1,1900,1900,0.5,0.5
1,1,1943,1943,0.6,0.6
1,1,1914,1914,0.25,0.25
2,2,1900,1900,0.1,0.1
5,5,1914,1914,0.4,0.4
1,1,1985,1985,0.8,0.8
5,5,1900,1959,1.4,11.5
1,1,1958,1958,4.75,4.75
1,1,1957,1957,1.35,1.35
1,1,1918,1918,0.55,0.55
1,1,1962,1962,3.95,3.95
1,1,1900,1900,1.0,1.0
1,1,1918,1918,0.2,0.2
2,2,1892,1900,0.3,0.3
2,2,1947,1949,0.5,0.65
2,2,1940,1945,0.35,0.45
1,1,1918,1918,0.45,0.45
2,2,1914,1914,0.15,0.15
1,1,1961,1961,1.75,1.75
3,3,1891,1944,0.05,0.15
12,12,1899,1913,0.5,0.75
3,3,1939,1963,0.15,0.3
1,1,1916,1916,1.75,1.75
1,1,1917,1917,1.15,2.25
1,1,1944,1944,0.85,0.85
1,1,1912,1912,0.25,0.25
1,1,1917,1917,0.9,0.9
19,19,1900,1907,0.35,50.0
4,4,1900,1900,0.8,0.9
1,1,1900,1900,1.0,1.0
1,1,1957,1957,2.1,3.1
1,1,1900,1900,0.8,0.8
1,1,1901,1901,0.1,0.1
1,1,1943,1943,0.7,0.7
1,1,1900,1900,0.85,0.85
1,1,1901,1901,0.5,0.5
4,4,1906,1906,0.4,0.75
1,1,1851,1851,4.0,4.0
1,1,1961,1961,1.5,1.5
2,2,1985,1987,1.71,1.99
2,2,1913,1913,0.4,0.75
1,1,1955,1955,0.55,0.55
1,1,1913,1913,0.65,0.65
1,1,1917,1917,0.2,0.2
6,6,1900,1940,0.3,0.65
1,1,1939,1939,0.25,0.25
2,2,1900,1905,0.4,0.4
1,1,1884,1884,0.3,0.3
1,2,1913,1913,0.2,0.25
1,1,1984,1984,4.95,4.95
12,12,1900,1914,0.1,10.0
1,1,1998,1998,12.95,12.95
4,4,1901,1913,0.3,1.0
1,1,1900,1900,0.6,0.6
2,2,1948,1954,0.6,0.7
1,1,1905,1905,0.5,0.5
1,1,1987,1987,3.25,3.25
6,6,1917,1917,0.3,0.3
1,1,1913,1913,0.25,0.25
1,1,1940,1940,1.25,1.25
1,1,1981,1981,1.2,1.2
1,1,1919,1919,0.3,4.5
1,1,1915,1915,0.5,0.5
7,7,1896,1933,0.1,0.25
10,10,1900,1913,0.15,15.2
8,8,1901,1933,0.25,0.25
2,2,1887,1912,0.35,0.4
1,1,1917,1917,0.85,0.85
4,4,1900,1938,0.2,0.6
5,5,1938,1949,0.15,0.2
1,1,1918,1918,0.9,0.9
1,1,1912,1912,0.5,0.5
1,1,1941,1941,0.2,0.2
1,1,1900,1900,0.25,0.25
3,3,1918,1918,0.3,0.3
1,1,1865,1865,1.5,3.0
32,32,1,1919,0.2,0.25
1,1,1989,1989,0.95,4.65
1,1,1917,1917,0.55,0.55
1,1,1901,1901,3.0,3.0
1,1,1919,1919,0.75,1.4
1,1,1962,1962,3.5,3.5
1,1,1898,1898,0.75,1.5
1,1,1989,1989,6.25,6.25
1,1,1958,1958,1.5,1.5
2,2,1900,1900,0.1,0.1
1,1,1913,1913,1.75,1.75
1,1,1924,1924,0.25,0.25
4,4,1901,1901,0.4,0.4
1,1,1946,1946,0.65,0.65
1,1,1961,1961,0.65,0.65
4,4,1912,1917,0.4,0.75
2,2,1900,1901,0.12,1.25
1,1,1979,1979,2.95,2.95
1,1,1913,1913,0.2,0.2
2,2,1947,1949,1.05,1.15
1,1,1960,1960,3.0,3.0
1,1,1900,1900,0.2,0.2
1,1,1940,1940,0.65,0.65
1,1,1917,1917,0.3,0.3
1,1,1892,1892,0.3,0.3
2,2,1900,1900,0.3,0.3
1,1,1914,1914,0.1,0.1
1,1,1912,1912,0.3,0.45
3,3,1939,1947,0.15,0.3
1,1,1918,1918,0.55,0.55
5,5,1900,1900,0.1,0.1
1,1,1917,1917,0.25,0.4
5,5,1906,1906,0.05,0.1
4,4,1914,1914,0.6,0.6
1,1,1958,1958,0.45,0.45
2,2,1918,1918,0.6,0.6
1,1,1914,1914,0.25,0.25
1,1,1893,1893,0.2,0.2
4,4,1906,1917,2.0,2.25
7,7,1900,1900,2.0,2.0
2,2,1913,1918,0.15,0.3
2,2,1906,1907,0.35,0.4
1,1,1913,1913,0.25,0.25
1,1,1900,1900,0.3,0.3
1,1,1906,1906,0.25,0.25
1,1,1920,1920,0.5,0.5
2,2,1900,1901,3.0,3.0
1,1,1901,1901,0.5,0.5
1,1,1958,1958,0.05,0.05
1,1,1918,1918,0.2,0.2
1,1,1882,1882,1.75,3.5
9,9,1905,1907,1.0,1.25
1,1,1917,1917,1.35,1.35
1,1,1961,1961,1.4,2.45
1,1,1959,1959,2.95,2.95
1,1,1959,1959,0.75,2.0
2,2,1940,1940,0.2,0.25
1,1,1967,1967,1.1,1.1
1,1,1943,1943,1.5,1.5
1,1,1901,1901,0.6,0.6
1,1,1901,1901,0.75,0.75
1,1,1913,1913,2.0,2.0
1,1,1967,1967,6.75,6.75
19,19,1933,1933,0.2,20.0
1,1,1917,1917,0.65,0.65
15,15,1894,1912,0.25,45.0
1,1,1948,1948,2.5,2.5
1,1,1900,1900,0.2,0.2
1,1,1987,1987,4.35,4.35
1,1,2000,2000,8.75,8.75
1,1,1965,1965,2.45,2.45
1,1,1912,1912,0.4,0.4
3,3,1912,1962,0.35,1.25
1,1,1912,1912,1.5,3.0
1,1,1913,1913,0.05,0.05
1,1,1949,1949,0.9,0.9
1,1,1900,1900,1.5,1.5
1,1,1914,1914,0.2,0.2
6,6,1897,1916,0.3,0.3
1,1,1978,1978,3.95,3.95
8,9,1917,1918,0.2,0.5
2,2,1941,1941,0.45,0.45
1,1,1918,1918,0.3,0.3
1,1,1949,1949,0.25,0.4
1,1,1914,1914,1.5,1.5
2,2,1917,1917,1.25,1.25
1,1,1961,1961,1.35,2.25
1,1,1914,1914,0.1,0.1
1,1,1972,1972,3.25,5.5
1,1,1900,1900,0.4,0.4
3,3,1917,1917,0.35,0.35
2,2,1917,1917,0.5,0.5
6,6,1901,1915,0.2,0.3
1,1,1900,1900,0.6,0.6
8,8,1913,1933,0.05,0.35
14,14,1899,1929,0.25,0.6
1,1,1987,1987,2.5,2.5
1,1,1939,1939,8.0,8.0
1,1,1985,1985,13.95,13.95
15,17,1900,1915,0.1,10.0
1,1,1918,1918,0.25,0.25
1,2,1987,1987,4.15,4.15
1,1,1960,1960,3.25,3.25
1,1,1962,1962,2.75,2.75
6,6,1900,1900,0.15,15.0
3,3,1917,1917,0.6,0.6
1,1,1919,1919,0.2,0.2
1,1,1947,1947,9.35,9.35
24,25,1889,1982,0.2,800.0
1,1,1919,1919,1.75,1.75
1,1,1859,1859,5.0,5.0
1,1,1943,1943,28.0,28.0
1,1,1963,1963,2.85,2.85
1,1,1955,1955,0.55,0.55
1,1,1900,1900,0.35,0.35
1,1,1984,1984,11.75,11.75
6,6,1,1917,0.35,0.35
1,1,1900,1900,0.1,0.1
1,1,1998,1998,16.95,16.95
1,1,1914,1914,0.35,0.35
1,1,1917,1917,0.2,0.2
1,1,1985,1985,6.0,6.0
3,3,1984,1987,6.55,7.95
1,1,1914,1914,0.2,0.2
1,1,1901,1901,0.65,0.65
1,1,1967,1967,1.0,1.0
1,1,1917,1917,0.25,0.25
1,1,1955,1955,0.35,0.35
1,1,1897,1897,2.0,2.0
1,1,1965,1965,2.0,2.0
1,1,1900,1900,0.15,0.15
2,2,1913,1914,0.25,0.25
13,14,1907,1962,0.25,0.6
1,1,1945,1945,0.5,0.5
2,2,1950,1950,0.8,0.8
2,2,1914,1914,0.25,0.25
2,2,1914,1914,0.4,0.4
1,1,1881,1881,1.0,1.0
1,1,1899,1899,2.0,4.0
3,3,1961,1969,1.85,4.25
1,1,1914,1914,0.65,1.25
1,1,1907,1907,0.25,0.25
1,1,1913,1913,0.15,0.25
1,1,1917,1917,0.4,0.4
1,1,1900,1900,0.75,1.0
15,15,1912,1919,0.1,0.25
1,1,1955,1955,0.9,0.9
1,1,1914,1914,0.05,0.05
1,1,1984,1984,9.95,9.95
3,3,1900,1900,0.25,0.25
1,1,1901,1901,0.05,0.05
1,1,1969,1969,3.5,3.5
5,5,1,1914,0.5,0.5
1,1,1901,1901,0.4,0.4
1,1,1917,1917,0.65,0.65
1,1,1955,1955,0.35,0.35
1,1,1906,1906,0.4,0.75
1,1,1914,1914,0.55,0.55
1,1,1892,1892,1.5,1.5
17,17,1914,1917,0.15,0.2
1,1,1914,1914,0.5,0.5
1,1,1900,1900,0.2,0.2
1,1,1987,1987,2.5,2.5
1,1,1917,1917,0.85,0.85
1,1,1941,1941,0.85,0.85
1,1,1900,1900,0.4,0.4
1,1,1913,1913,0.85,0.85
8,8,1900,1907,0.6,1.75
1,1,1914,1914,0.85,0.85
1,1,1917,1917,2.75,2.75
1,1,1907,1907,0.85,0.85
1,1,1947,1947,0.23,0.23
1,1,1912,1912,0.5,0.85
15,15,1881,1958,0.3,0.3
1,1,1915,1915,0.15,0.15
27,27,1913,1919,0.1,20.0
1,1,1900,1900,1.0,2.0
1,1,1914,1914,0.1,0.1
2,2,1917,1917,0.4,0.45
1,1,1912,1912,0.5,0.5
17,20,1949,1960,2.25,2.95
5,6,1913,1917,0.1,0.2
1,0,1856,1856,4.0,4.0
1,1,1913,1913,0.45,0.8
1,1,1906,1906,1.0,2.0
2,2,1939,1939,0.25,0.25
1,1,1912,1912,0.25,0.25
1,1,1900,1900,0.25,0.5
1,1,1900,1900,0.75,1.5
1,1,1914,1914,0.15,0.15
2,2,1915,1926,0.15,0.2
1,1,1945,1945,0.5,0.5
13,13,1948,1960,3.25,6.1
1,1,1974,1974,0.6,0.6
2,2,1901,1901,0.05,0.1
1,1,1981,1981,4.5,4.5
1,1,1912,1912,0.5,0.5
1,1,1951,1951,28.0,28.0
1,1,1900,1900,0.3,0.3
1,1,1963,1963,1.0,1.0
1,1,1934,1934,0.05,0.25
3,3,1941,1955,0.9,3.0
1,1,1917,1917,0.55,0.55
1,1,1920,1920,0.1,0.25
1,1,1969,1969,0.4,0.4
1,1,1987,1987,5.95,5.95
1,1,1957,1957,0.95,0.95
7,7,1900,1901,0.25,2.5
1,1,1917,1917,1.75,1.75
1,1,1914,1914,0.5,0.5
3,3,1917,1918,0.35,0.35
2,2,1912,1912,1.25,1.25
2,2,1914,1914,0.5,0.5
1,1,1920,1920,0.8,0.8
1,1,1917,1917,3.0,3.0
5,5,1914,1915,0.85,0.85
1,1,1993,1993,5.75,5.75
2,2,1958,1958,0.55,0.55
6,6,1905,1959,0.15,0.3
1,1,1937,1937,1.0,1.0
1,1,1907,1907,2.5,5.0
1,1,1917,1917,0.55,0.55
2,2,1941,1941,4.75,4.75
1,1,1943,1943,0.95,0.95
1,1,1906,1906,0.4,0.75
1,1,1913,1913,2.0,2.0
9,9,1913,1920,0.45,3.0
54,54,1888,1944,0.2,20.0
1,1,1900,1900,0.2,0.2
1,1,1913,1913,10.0,10.0
1,1,1907,1907,0.15,0.15
1,1,1906,1906,0.15,0.15
1,1,1906,1906,0.5,0.5
6,6,1917,1918,0.25,0.35
1,0,1962,1962,3.1,3.1
1,1,1980,1980,5.5,5.5
1,1,1913,1913,0.4,0.4
7,7,1917,1917,0.35,0.35
1,1,1915,1915,0.25,0.25
1,1,1946,1946,0.6,0.6
1,1,1943,1943,0.45,0.45
1,1,1917,1917,0.65,0.65
2,2,1917,1917,0.2,0.2
1,1,1919,1919,0.7,0.7
1,1,1917,1917,0.45,0.45
3,3,1899,1907,1.5,1.5
1,1,1913,1913,0.9,0.9
1,1,1933,1933,0.65,0.65
1,1,1957,1957,1.0,1.0
1,1,1900,1900,0.5,0.5
3,3,1905,1907,0.4,0.4
1,1,1906,1906,0.15,0.15
1,1,1939,1939,0.35,0.35
1,1,1980,1980,1.85,1.85
1,1,1918,1918,0.15,0.25
1,1,1948,1948,0.75,0.75
1,1,1914,1914,0.2,0.2
1,1,1962,1962,1.5,2.75
1,1,2000,2000,8.95,8.95
1,1,1900,1900,0.05,0.05
1,1,1962,1962,2.45,2.45
3,3,1913,1917,0.4,0.8
2,2,1901,1917,0.5,0.5
1,1,1984,1984,12.95,12.95
1,1,1949,1949,1.1,1.25
1,1,1987,1987,7.0,7.0
1,1,2000,2000,6.5,6.5
1,1,1913,1913,0.1,0.1
3,3,1900,1906,1.4,3.75
1,1,1913,1913,0.1,0.1
4,12,1900,1920,0.25,30.0
1,1,1917,1917,1.0,1.0
1,1,1954,1954,1.0,1.0
1,1,1906,1906,0.4,0.75
1,1,1900,1900,0.15,0.15
1,1,1900,1900,0.2,0.2
1,1,1900,1900,0.1,0.1
2,2,1900,1921,0.6,0.6
1,1,1950,1950,0.25,0.25
1,1,1964,1964,3.25,3.25
2,2,1917,1917,0.35,0.35
1,1,1944,1944,0.1,0.1
1,1,1917,1917,1.0,1.0
3,3,1955,1959,3.95,4.5
1,1,1950,1950,1.25,1.25
6,6,1915,1920,0.5,1.0
1,1,1963,1963,0.45,0.45
1,1,1959,1959,3.45,3.45
1,1,1906,1906,0.85,0.85
12,12,1913,1914,0.15,0.35
1,1,1964,1964,2.0,2.0
1,1,1914,1914,1.25,1.25
1,1,1918,1918,0.25,0.25
2,2,1900,1900,0.4,0.4
2,2,1917,1917,0.35,0.35
1,1,1917,1917,0.6,0.6
11,11,1918,1920,3.0,4.25
1,1,1939,1939,0.5,0.5
1,1,1955,1955,1.6,1.6
1,1,1958,1958,0.1,0.1
1,1,1969,1969,0.65,0.65
1,1,1900,1900,0.25,0.5
12,12,1913,1917,0.2,0.45
5,5,1900,1905,1.75,4.5
1,1,1919,1919,2.75,2.75
1,1,1944,1944,0.4,0.4
22,31,1913,1969,0.1,0.65
1,1,1914,1914,0.75,0.75
2,2,1913,1913,0.25,0.25
1,1,1918,1918,0.65,0.65
1,1,1917,1917,0.65,0.65
1,1,1959,1959,0.95,0.95
1,1,1918,1918,0.2,0.2
1,1,1917,1917,0.6,0.6
1,1,1918,1918,0.2,0.2
2,2,1958,1958,1.0,1.0
1,1,1900,1900,4.0,4.0
1,1,1958,1958,0.4,0.4
1,1,1913,1913,1.5,1.5
1,1,1948,1948,0.6,0.6
1,1,1948,1948,1.75,1.75
3,3,1913,1918,0.2,0.4
1,1,1899,1899,0.25,0.25
1,1,1977,1977,102.0,102.0
1,1,1943,1943,0.5,0.5
2,2,1920,1920,0.5,0.5
1,1,1947,1947,1.2,1.2
2,2,1906,1906,2.5,2.5
23,23,1910,1989,0.35,0.35
3,3,1914,1917,0.2,0.25
1,1,1955,1955,6.5,6.5
1,1,1913,1913,0.5,0.5
1,1,1905,1905,0.1,0.1
1,1,1900,1900,0.75,1.5
1,1,1984,1984,0.25,0.25
1,1,1917,1917,0.65,0.65
3,3,1917,1917,0.25,0.25
1,1,1917,1917,0.25,0.25
1,1,1957,1957,2.0,2.0
1,1,1920,1920,1.1,1.1
1,1,1961,1961,4.15,4.15
1,1,1955,1955,2.25,2.25
1,1,1966,1966,3.75,3.75
1,1,1955,1955,1.85,1.85
1,1,1912,1912,0.5,0.5
1,1,1948,1948,0.25,0.25
1,1,1918,1918,0.55,0.55
1,1,1917,1917,0.25,0.25
1,0,1938,1938,0.15,0.15
1,1,1880,1880,1.0,1.0
3,3,1919,1919,0.6,0.6
1,1,1918,1918,0.2,0.2
1,1,1950,1950,2.5,2.5
3,3,1900,1905,0.25,0.4
6,6,1940,1969,0.1,0.1
1,1,1892,1892,1.25,2.5
1,1,1949,1949,0.4,0.4
7,7,1917,1917,0.4,0.4
1,1,1917,1917,1.15,1.15
2,2,1901,1901,0.8,0.8
23,23,1905,1961,0.2,0.9
1,1,1988,1988,1.25,1.25
1,1,1907,1907,60.0,60.0
3,3,1916,1916,0.5,0.5
1,1,1900,1900,0.6,0.6
1,1,1939,1939,1.2,1.2
1,1,1965,1965,2.35,2.35
1,1,1889,1889,0.75,0.75
1,1,1915,1915,0.05,0.05
1,1,1919,1919,0.45,0.45
1,1,1917,1917,0.75,0.75
2,2,1901,1901,0.6,0.6
2,2,1917,1917,0.8,0.8
5,5,1918,1918,7.0,7.0
1,1,1961,1961,0.5,0.5
1,1,1917,1917,2.0,2.0
1,1,1914,1914,0.75,0.75
4,4,1900,1933,1.0,1.0
1,1,1900,1900,1.25,2.25
1,0,1997,1997,7.29,7.29
1,1,1912,1912,0.35,0.35
1,1,1939,1939,0.3,0.3
5,5,1940,1969,2.25,4.75
1,1,1900,1900,4.0,4.0
23,25,1892,1933,0.05,2.5
1,1,1913,1913,0.15,0.3
1,1,1917,1917,0.2,0.2
1,1,1941,1941,1.1,1.1
1,1,1998,1998,14.99,14.99
3,3,1901,1901,0.35,0.5
1,1,1985,1985,3.75,3.75
1,1,1943,1943,1.5,1.5
5,5,1914,1918,0.35,0.7
1,1,1917,1917,4.25,4.25
33,43,1915,1933,2.25,4.0
1,1,1917,1917,0.25,0.25
1,1,1939,1939,0.5,0.5
2,2,1898,1901,0.25,0.25
2,2,1962,1973,0.45,0.45
1,1,1900,1900,0.05,0.25
1,1,1917,1917,0.6,1.0
29,30,1917,1928,0.1,0.2
1,1,1957,1957,0.8,0.8
1,1,1966,1966,2.35,2.35
1,1,1900,1900,0.3,0.3
1,1,1957,1957,0.8,0.8
2,2,1919,1919,0.3,0.3
1,1,1917,1917,0.7,0.7
1,1,1939,1939,1.0,1.0
3,3,1914,1914,0.2,0.2
1,1,1913,1913,0.25,0.25
1,1,1933,1933,0.65,0.65
14,17,1900,1918,1.0,2.0
1,1,1914,1914,0.2,0.2
3,3,1914,1914,0.1,0.1
1,1,1944,1944,0.3,0.3
1,1,1948,1948,13.5,13.5
1,1,1900,1900,0.3,0.3
4,4,1900,1900,0.15,0.15
1,1,1900,1900,0.5,0.5
1,1,1896,1896,0.35,0.35
1,1,1900,1900,0.1,0.1
7,7,1914,1915,0.35,0.35
1,1,1952,1952,1.0,1.0
1,0,1998,1998,24.0,24.0
12,12,1889,1917,0.25,0.5
1,1,1901,1901,0.5,0.5
2,2,1900,1900,0.7,0.7
1,1,1959,1959,0.75,0.75
2,2,1954,1967,0.2,0.35
1,1,1953,1953,0.3,0.3
1,1,1940,1940,1.0,1.0
1,1,1973,1973,1.25,1.25
3,3,1901,1917,0.3,0.55
2,2,1914,1914,0.15,0.15
1,1,1966,1966,2.55,2.55
1,1,1914,1914,0.15,1.5
2,2,1900,1900,0.2,3.75
2,2,1917,1917,0.3,0.3
1,1,1900,1900,1.25,1.25
1,1,1900,1900,0.1,0.1
1,1,1906,1906,0.2,0.2
3,3,1939,1951,0.65,0.65
1,1,1942,1942,0.25,0.25
1,1,1918,1918,0.5,0.5
1,1,1939,1939,0.6,0.6
8,8,1913,1913,0.25,0.25
1,1,1906,1906,0.5,2.0
1,1,1955,1955,2.0,2.0
2,2,1916,1946,3.0,3.0
1,1,1913,1913,0.1,0.1
1,1,1906,1906,0.75,0.75
17,17,1912,1920,0.2,0.45
1,1,1906,1906,0.3,0.3
3,3,1917,1917,0.2,0.2
1,1,1912,1912,0.35,0.35
1,1,1900,1900,0.1,0.1
2,2,1917,1917,0.45,0.45
2,2,1900,1907,0.05,0.1
1,1,1905,1905,25.0,40.0
1,1,1907,1907,1.75,1.75
1,1,1900,1900,0.15,0.15
4,4,1938,1961,0.8,1.5
2,2,1969,1969,3.4,5.75
1,1,1985,1985,9.95,9.95
1,1,1958,1958,0.15,0.15
1,1,1943,1943,1.5,1.5
1,1,1917,1917,0.85,0.85
1,1,1912,1912,0.1,0.25
1,1,1900,1900,0.6,0.6
1,1,1919,1919,0.8,0.8
1,1,1917,1917,0.6,0.6
1,1,1900,1900,1.0,1.0
1,1,1984,1984,0.9,1.7
8,8,1899,1900,0.35,0.5
1,1,1900,1900,0.2,0.3
1,1,2000,2000,58.0,58.0
1,1,1894,1894,0.1,0.1
3,3,1916,1916,0.15,0.15
1,1,1914,1914,0.5,0.5
1,1,1985,1985,18.5,18.5
1,1,1917,1917,0.45,0.45
1,1,1900,1900,0.15,0.15
1,1,1917,1917,0.35,0.35
1,1,1968,1968,3.6,3.6
1,1,1900,1900,0.25,0.4
1,1,1913,1913,0.1,0.1
7,7,1913,1918,0.6,0.85
1,1,1948,1948,2.0,2.0
1,0,1907,1907,6.0,6.0
1,0,1851,1851,3.0,3.0
1,1,1913,1913,0.25,0.25
1,1,1917,1917,1.5,2.75
1,1,1943,1943,1.1,2.0
1,1,1961,1961,5.15,5.15
1,1,1906,1906,0.3,0.3
5,5,1900,1971,0.15,0.9
1,1,1913,1913,0.1,0.1
3,3,1917,1921,0.35,0.65
1,1,1962,1962,35.0,35.0
1,1,1965,1965,1.95,1.95
2,2,1918,1918,0.7,0.7
10,10,1900,1913,0.05,0.1
1,1,1914,1914,3.0,3.0
14,14,1892,1917,0.75,3.1
1,1,1913,1913,0.25,0.25
4,4,1900,1901,1.4,2.5
1,1,1944,1944,1.65,1.65
1,1,1914,1914,2.25,2.25
2,2,1940,1943,0.15,0.15
2,2,1913,1914,2.25,4.25
2,2,1900,1900,0.75,1.5
1,1,1958,1958,0.4,0.4
1,1,1947,1947,3.0,3.0
1,1,1989,1989,10.75,10.75
1,1,1945,1945,0.25,0.25
6,6,1912,1939,0.15,0.5
1,1,1917,1917,1.35,2.5
