menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
1,1,1900,1900,0.4,0.6
1,1,1971,1971,225.0,225.0
1,1,1972,1972,3.0,3.0
1,1,1967,1967,1.0,1.0
3,3,1938,1943,0.1,0.25
1,1,1957,1957,3.0,3.0
1,0,1997,1997,6.49,6.49
1,1,1953,1953,0.7,0.7
1,1,1900,1900,0.75,0.75
1,1,1954,1954,1.75,1.75
3,3,1917,1917,0.9,0.9
2,2,1976,1987,3.25,5.25
6,6,1901,1907,0.4,0.5
1,1,1960,1960,0.7,0.7
2,2,1900,1900,0.1,0.1
1,1,1918,1918,0.75,0.75
1,1,1940,1940,1.5,1.5
1,1,1881,1881,0.85,0.85
3,3,1933,1933,0.85,1.0
1,1,1900,1900,0.5,0.9
2,2,1900,1900,0.25,0.25
1,1,1900,1900,0.15,0.25
5,5,1912,1914,0.3,0.35
1,1,1907,1907,0.5,0.5
2,2,1901,1901,0.35,0.35
3,3,1940,1940,1.15,2.25
1,1,1951,1951,0.65,0.65
1,1,1917,1917,0.4,0.4
3,3,1933,1933,1.75,1.75
1,1,1913,1913,1.5,1.5
4,4,1914,1917,0.25,0.3
3,3,1906,1916,0.85,1.0
1,1,1917,1917,0.25,0.25
1,1,1865,1865,2.0,4.0
1,1,1900,1900,0.45,0.45
1,1,1948,1948,1.0,1.0
3,3,1913,1914,0.4,0.4
2,2,1901,1901,0.15,0.15
4,4,1938,1953,0.15,0.35
2,2,1900,1913,0.3,0.3
5,5,1900,1955,0.1,0.2
1,1,1900,1900,0.05,0.05
1,1,1946,1946,1.25,1.25
1,1,1955,1955,2.25,2.25
2,2,1947,1948,0.9,1.25
1,1,1917,1917,0.15,0.15
1,1,1917,1917,0.5,0.5
2,2,1965,1965,0.85,1.0
3,3,1914,1914,0.15,0.15
26,30,1914,1958,0.25,0.75
1,1,1906,1906,1.5,1.5
1,1,1918,1918,1.65,3.25
2,2,1917,1918,0.3,0.3
10,11,1894,1914,0.3,0.3
2,2,1943,1943,0.2,0.2
1,1,1987,1987,4.25,4.25
6,6,1906,1910,1.15,2.25
1,1,1915,1915,0.4,0.4
9,13,1913,1917,0.1,10.0
1,1,1951,1951,0.65,0.65
2,2,1900,1900,0.4,0.6
1,1,1962,1962,6.95,6.95
1,1,1901,1901,0.15,0.15
1,1,1959,1959,2.75,2.75
4,4,1940,1951,0.25,0.3
1,1,1918,1918,0.25,0.25
1,1,1901,1901,0.35,0.35
2,2,1949,1957,2.4,4.15
2,2,1940,1945,0.8,1.0
5,5,1917,1917,0.15,0.15
2,2,1889,1907,0.15,0.15
156,156,1852,1981,0.25,0.75
3,3,1941,1950,0.35,0.4
2,2,1901,1907,0.25,0.25
3,3,1901,1913,0.2,0.25
1,1,1955,1955,0.9,0.9
1,1,1907,1907,0.3,0.3
1,1,1979,1979,4.95,4.95
1,1,1914,1914,0.45,0.45
2,2,1901,1901,3.0,3.0
1,1,1989,1989,5.55,5.55
1,1,1913,1913,0.15,0.15
1,1,1970,1970,1.15,1.15
1,1,1914,1914,1.0,1.0
1,1,1900,1900,0.2,0.2
2,2,1900,1944,0.4,0.6
1,1,1939,1939,8.5,8.5
1,1,1920,1920,0.75,0.75
1,1,1913,1913,0.6,0.6
3,3,1949,1949,0.16,0.16
1,1,1986,1986,5.5,5.5
18,19,1905,1961,2.0,12.0
1,1,1918,1918,0.25,0.25
1,1,1914,1914,0.1,0.1
1,1,1976,1976,4.95,4.95
1,1,1913,1913,0.05,0.05
1,1,1855,1855,1.0,2.5
3,3,1906,1946,0.25,0.25
2,2,1977,1977,1.5,1.75
1,1,1913,1913,1.25,1.25
1,1,1914,1914,0.25,0.25
1,1,1948,1948,1.6,1.6
7,7,1914,1918,0.9,2.5
1,1,1962,1962,0.35,0.35
4,4,1901,1933,0.25,0.25
1,1,1920,1920,0.85,0.85
1,1,1948,1948,2.35,2.35
1,1,1913,1913,0.5,0.5
1,1,1987,1987,11.25,11.25
1,1,1918,1918,1.25,2.5
2,2,1941,1941,0.15,0.15
1,1,1945,1945,1.1,2.0
2,2,1920,1920,0.25,4.0
2,2,1938,1938,0.25,0.25
23,24,1897,1962,0.1,0.25
2,2,1954,1958,0.75,0.75
1,1,1916,1916,0.15,0.15
107,110,1917,2928,0.63,65.0
1,1,1942,1942,0.15,0.15
1,1,1900,1900,1.25,2.5
1,1,1987,1987,3.25,3.25
32,32,1896,1946,0.25,0.3
5,5,1896,1941,0.35,1.0
2,2,1917,1917,0.5,0.5
1,1,1946,1946,0.25,0.25
1,1,1953,1953,2.5,2.5
1,1,1918,1918,0.6,0.6
1,1,1959,1959,0.5,0.5
1,1,1917,1917,1.0,1.0
1,1,1912,1912,0.15,0.15
1,1,1939,1939,0.55,0.55
1,1,1944,1944,0.75,0.75
1,1,1915,1915,0.55,0.55
8,8,1938,1970,0.85,7.5
2,2,1900,1900,1.5,1.5
1,1,1917,1917,0.45,0.45
1,1,1946,1946,1.35,1.35
3,3,1919,1919,0.85,0.85
6,6,1914,1946,0.15,0.3
1,1,1955,1955,0.25,0.4
1,1,1913,1913,0.2,0.2
1,1,1912,1912,0.4,0.4
1,1,1900,1900,0.3,0.3
3,3,1914,1917,0.2,0.2
3,3,1913,1914,0.15,0.15
1,1,1959,1959,1.0,2.0
1,1,1913,1913,0.3,0.3
1,1,1969,1969,2.6,2.6
1,1,1964,1964,2.75,2.75
1,1,1906,1906,0.4,0.4
1,1,1987,1987,17.5,17.5
1,1,1917,1917,0.5,0.5
1,1,1915,1915,0.6,1.0
1,1,1914,1914,0.2,0.2
1,1,1958,1958,0.4,0.4
1,1,1915,1915,0.15,0.25
1,1,1987,1987,6.0,6.0
1,1,1917,1917,0.6,0.6
1,1,1907,1907,0.25,0.25
1,1,1912,1912,0.65,0.65
3,4,1954,1959,0.3,1.75
1,1,1917,1917,0.5,0.5
1,1,1958,1958,2.85,2.85
1,1,1918,1918,0.6,0.6
1,0,1857,1857,2.0,2.0
2,2,1961,1970,2.25,2.6
1,1,1913,1913,0.1,0.1
1,1,1912,1912,0.25,0.25
1,1,1906,1906,0.15,0.15
1,1,1916,1916,0.05,0.05
1,1,1914,1914,0.1,0.15
6,6,1900,1906,0.05,0.5
4,4,1918,1918,1.5,2.75
1,1,1918,1918,0.15,0.15
3,3,1892,1901,0.1,0.2
1,1,1905,1905,0.2,0.2
1,1,1918,1918,0.55,0.55
1,1,1959,1959,0.8,0.8
9,10,1914,1917,0.75,100.0
2,2,1973,1977,4.75,4.75
1,1,1917,1917,0.45,0.45
1,1,1914,1914,0.25,0.25
1,1,1919,1919,0.9,1.75
1,1,1913,1913,0.4,0.4
2,2,1961,1969,1.2,1.85
8,8,1852,1921,0.25,0.5
1,1,1862,1862,2.5,2.5
1,1,1955,1955,2.25,2.25
2,2,1946,1946,1.85,3.0
1,1,1913,1913,0.25,0.25
3,3,1914,1915,0.2,0.2
34,34,1886,1961,0.25,0.3
2,2,1917,1917,0.25,0.25
20,20,1899,1906,1.0,2.0
1,1,1916,1916,0.15,0.15
1,1,1905,1905,0.5,0.5
1,1,1914,1914,0.6,0.6
1,1,1959,1959,1.85,2.35
2,2,1917,1917,0.4,0.4
3,3,1913,1913,0.5,0.5
2,2,1900,1900,0.25,0.25
1,1,1943,1943,7.0,14.0
1,1,1943,1943,0.5,0.5
2,2,1900,1900,0.25,0.25
1,1,1914,1914,0.3,0.3
20,20,1898,1989,0.2,0.2
2,2,1941,1944,0.45,0.5
2,2,1914,1917,0.5,0.65
1,1,1913,1913,0.25,0.25
1,1,1944,1944,0.35,0.35
1,1,1949,1949,9.0,9.0
30,30,1882,1905,0.25,30.0
1,1,1988,1988,2.75,2.75
2,2,1918,1918,0.2,0.2
1,1,1963,1963,0.6,0.6
1,1,1917,1917,0.3,0.3
6,7,1892,1917,0.4,0.6
7,7,1900,1900,0.35,0.35
2,2,1969,1987,2.25,7.0
5,5,1895,1914,0.5,0.85
9,9,1900,1900,1.75,3.75
1,1,1933,1933,0.35,0.35
1,1,1917,1917,1.25,1.25
1,1,1913,1913,1.0,1.0
1,1,1918,1918,0.7,0.7
1,1,1926,1926,0.75,0.75
1,1,1918,1918,1.0,1.0
1,1,1946,1946,0.6,0.6
1,1,1913,1913,0.25,0.25
1,1,1901,1901,0.5,1.0
1,1,1987,1987,75.0,75.0
1,1,1900,1900,0.25,0.25
1,1,1914,1914,0.5,0.5
2,2,1914,1914,0.4,0.45
1,1,1958,1958,0.5,0.5
1,1,1949,1949,1.5,1.5
1,1,1940,1940,0.1,0.1
1,0,1959,1959,0.5,0.5
2,2,1918,1918,0.55,0.65
1,1,1912,1912,1.0,1.0
1,1,1971,1971,2.75,5.0
47,47,1900,1970,0.15,5.0
1,1,1913,1913,1.25,1.25
1,1,1915,1915,2.0,2.0
1,1,1948,1948,1.25,1.25
11,11,1906,1915,0.05,0.05
1,1,1913,1913,0.3,0.3
1,1,1900,1900,0.4,0.4
1,1,1900,1900,0.12,0.12
1,1,1900,1900,0.1,0.1
1,1,1939,1939,1.6,1.6
1,1,1906,1906,0.6,0.6
1,1,1959,1959,1.05,1.05
1,1,1900,1900,0.5,0.5
2,2,1901,1907,0.15,1.25
3,3,1901,1914,0.25,0.6
1,1,1987,1987,1.6,2.5
1,1,1913,1913,0.1,4.0
2,2,1918,1918,0.5,0.5
1,1,1905,1905,0.2,0.35
1,1,1913,1913,0.6,0.6
7,7,1912,1937,0.25,0.5
2,2,1900,1900,0.3,0.3
1,1,1900,1900,0.15,0.15
1,1,1976,1976,6.0,9.25
4,4,1900,1907,2.5,3.5
4,4,1937,1987,0.6,5.99
2,2,1901,1901,0.1,0.1
1,1,1912,1912,0.05,0.05
1,1,1906,1906,0.4,0.75
1,1,1963,1963,2.5,4.5
10,13,1913,1913,0.5,0.5
1,1,1917,1917,0.15,0.15
3,3,1914,1914,0.35,0.35
2,2,1962,1962,0.9,0.9
1,1,1917,1917,0.2,0.2
1,1,2000,2000,34.0,34.0
1,1,1900,1900,0.15,0.15
1,1,1917,1917,0.15,0.15
1,1,1900,1900,0.15,0.15
1,1,1914,1914,0.25,0.25
1,1,1961,1961,0.65,0.65
1,1,1918,1918,1.3,1.3
3,3,1939,1944,0.15,0.15
1,1,1946,1946,3.5,3.5
2,2,1914,1914,0.15,0.15
1,1,1940,1940,1.2,1.2
8,8,1901,1962,0.15,0.75
1,1,1972,1972,2.0,2.0
119,125,1881,1940,0.25,60.0
5,5,1917,1917,2.75,5.0
1,1,1900,1900,0.75,1.5
1,1,1961,1961,3.0,3.0
1,1,1900,1900,0.35,0.35
1,1,1901,1901,0.4,0.4
4,4,1918,1918,0.9,1.75
9,9,1900,1900,0.2,0.25
1,1,1917,1917,0.75,1.5
1,1,1949,1949,1.0,1.0
2,2,1939,1939,0.35,0.35
1,1,1955,1955,5.5,5.5
37,40,1892,1917,0.15,0.5
1,1,1955,1955,2.25,2.25
1,1,1913,1913,0.05,0.05
1,1,1917,1917,1.5,3.0
1,1,1900,1900,0.25,0.25
1,0,1856,1856,2.0,2.0
1,1,1985,1985,12.5,12.5
1,1,1955,1955,0.85,0.85
1,1,1967,1967,1.45,1.45
1,1,1940,1940,0.05,0.05
1,1,1944,1944,0.65,0.65
5,5,1912,1914,0.1,0.25
1,1,1901,1901,1.0,1.75
6,6,1900,1901,0.15,0.15
1,1,1973,1973,6.0,6.0
1,1,1937,1937,0.15,0.35
1,1,1862,1862,2.0,2.0
1,1,1962,1962,3.0,3.0
1,1,1959,1959,1.35,1.35
2,2,1953,1958,1.1,2.55
2,2,1913,1913,0.35,0.35
1,1,1917,1917,0.3,0.3
2,2,1917,1917,0.6,0.6
7,7,1907,1959,0.15,3.0
2,2,1900,1900,0.12,0.12
1,1,1914,1914,0.4,0.4
3,3,1901,1906,0.15,0.2
1,1,1965,1965,1.25,1.25
1,1,1914,1914,0.25,0.25
1,1,1914,1914,0.5,0.5
2,2,1906,1906,0.7,1.25
1,1,1899,1899,2.0,3.5
1,1,1905,1905,1.0,1.0
0,2,1986,1986,10.5,10.75
40,41,1906,1963,0.05,15.0
2,2,1961,1961,3.5,3.5
1,1,1987,1987,11.95,11.95
1,1,1900,1900,4.0,4.0
1,1,1955,1955,0.25,1.15
4,4,1917,1917,0.1,0.1
1,1,1917,1917,0.6,0.6
2,2,1981,1981,2.5,4.25
7,8,1913,1918,0.05,0.5
1,1,1962,1962,2.95,2.95
1,1,1916,1916,1.25,1.25
2,2,1959,1959,1.1,1.1
4,4,1900,1949,0.15,0.2
4,4,1917,1918,0.25,0.25
1,1,1957,1957,3.5,3.5
2,2,1959,1962,0.35,0.5
2,2,1914,1914,0.15,0.3
5,5,1892,1907,0.15,1.75
1,1,1962,1962,7.0,7.0
1,1,1917,1917,0.4,0.4
1,1,1901,1901,0.15,0.15
1,1,1891,1891,0.75,1.5
1,1,1958,1958,2.5,4.0
1,1,1975,1975,0.85,0.85
1,1,1951,1951,30.0,30.0
1,1,1959,1959,3.5,3.5
1,1,1917,1917,2.75,2.75
12,22,1915,1987,0.3,0.75
1,1,1914,1914,0.4,0.4
3,3,1927,1928,0.35,0.35
1,1,1900,1900,0.1,0.1
34,35,1917,1918,0.4,0.5
3,3,1900,1917,0.3,0.5
5,5,1917,1917,0.2,8.0
1,1,1987,1987,9.0,9.0
77,92,1912,1918,0.3,0.45
1,1,1914,1914,0.1,0.1
1,1,1917,1917,0.65,0.65
1,1,1942,1942,1.1,1.1
1,1,1987,1987,0.6,0.6
4,4,1896,1920,0.45,0.95
1,1,1987,1987,7.75,7.75
1,1,1913,1913,0.2,0.2
1,1,1958,1958,4.0,4.0
1,1,1962,1962,0.5,0.5
1,1,1985,1985,14.5,14.5
2,2,1918,1918,0.85,0.85
1,1,1949,1949,1.1,1.1
1,1,1899,1899,0.75,1.5
40,47,1917,1928,0.25,0.4
1,1,1894,1894,10.0,10.0
7,7,1900,1919,0.45,0.55
157,158,1881,1965,0.1,0.3
7,7,1959,1987,0.85,3.15
1,1,1914,1914,0.2,2.0
2,2,1900,1900,0.3,0.3
3,3,1900,1913,0.15,3.0
4,4,1901,1901,0.15,0.15
1,1,1914,1914,0.15,0.15
1,1,1957,1957,1.0,1.0
195,199,1880,1970,0.1,25.0
1,1,1910,1910,0.12,0.12
3,3,1915,1915,0.4,0.4
2,2,1900,1900,0.1,0.5
1,1,1865,1865,1.75,3.5
1,1,1949,1949,15.0,15.0
1,1,1978,1978,11.5,11.5
1,1,1987,1987,4.95,4.95
1,1,1961,1961,3.5,6.0
1,1,1919,1919,0.7,0.7
1,1,1856,1856,3.5,3.5
3,3,1913,1917,3.5,3.5
1,1,1914,1914,1.0,1.0
1,1,1918,1918,0.7,0.7
1,1,1900,1900,0.75,1.5
1,1,1913,1913,0.15,0.15
1,1,1917,1917,0.05,0.05
1,1,1914,1914,1.25,1.25
32,35,1901,1941,0.2,0.55
2,2,1917,1918,0.5,0.5
1,1,1957,1957,0.3,0.3
1,1,1913,1913,0.3,0.3
9,9,1898,1900,0.25,0.25
5,5,1947,1970,0.3,0.3
1,1,1917,1917,0.75,0.75
2,2,1953,1957,1.5,3.0
4,4,1900,1900,0.2,0.2
1,1,1892,1892,0.35,0.35
4,5,1915,1917,0.1,0.25
1,1,1913,1913,0.2,0.2
1,1,1918,1918,0.15,0.15
1,1,1913,1913,0.8,1.6
1,1,1914,1914,0.5,0.5
2,2,1914,1915,0.2,0.2
4,4,1917,1917,0.6,0.85
1,1,1917,1917,0.9,0.9
1,1,1943,1943,1.0,1.0
1,1,1900,1900,0.5,0.5
1,1,1964,1964,5.0,5.0
1,1,1914,1914,0.3,0.3
9,9,1859,1901,0.5,1.5
1,1,1957,1957,1.1,1.1
5,5,1900,1906,0.7,0.85
2,2,1913,1913,0.25,0.25
1,1,1915,1915,0.2,0.6
1,1,1883,1883,2.5,2.5
3,3,1933,1933,0.25,0.25
2,2,1918,1918,0.4,0.4
4,4,1905,1906,0.35,0.6
1,1,1882,1882,0.85,0.85
1,1,1907,1907,0.5,0.5
6,6,1900,1905,1.25,1.5
5,5,1917,1917,0.25,0.25
5,5,1912,1913,0.25,0.4
1,1,1958,1958,3.75,3.75
2,2,1905,1907,0.4,0.4
1,1,1985,1985,1.35,1.35
5,7,1912,1914,1.5,1.5
1,1,1957,1957,3.5,3.5
1,1,1959,1959,1.0,1.0
1,1,1918,1918,0.25,0.25
1,1,1917,1917,0.65,0.65
1,1,1900,1900,0.4,0.4
1,1,1917,1917,6.0,6.0
8,8,1900,1908,0.2,0.25
1,1,1961,1961,1.35,1.35
1,1,1913,1913,0.25,0.25
1,1,1980,1980,0.5,0.5
1,1,1881,1881,2.0,2.0
1,1,1961,1961,3.5,3.5
2,2,1943,1944,0.35,0.35
2,2,1918,1918,0.5,0.5
1,1,1901,1901,0.1,0.1
6,6,1917,1917,1.5,1.5
1,1,1914,1914,0.6,0.6
1,1,1953,1953,1.65,1.65
1,1,1969,1969,4.5,4.5
3,4,1914,1914,0.95,1.2
1,1,1900,1900,1.5,1.5
1,1,1962,1962,2.0,2.0
1,1,1977,1977,6.25,6.25
1,1,1969,1969,1.5,1.5
1,1,1917,1917,0.4,0.4
1,1,1918,1918,1.0,1.0
1,1,1944,1944,0.95,0.95
17,17,1913,1917,0.25,0.55
1,1,1901,1901,1.4,2.5
3,3,1917,1917,1.25,1.25
1,1,1964,1964,10.0,10.0
1,1,1917,1917,1.75,1.75
7,7,1901,1901,0.3,1.0
3,3,1914,1914,0.25,0.25
1,1,1944,1944,1.5,1.5
2,2,1899,1899,0.2,0.2
1,1,1917,1917,0.25,0.25
3,5,1914,1914,0.4,0.4
1,1,1887,1887,0.6,0.6
3,3,1906,1906,0.3,50.0
1,1,1947,1947,0.75,0.75
1,1,1914,1914,1.3,1.3
1,1,1933,1933,0.35,0.35
1,1,1985,1985,10.75,10.75
1,1,1912,1912,0.2,0.2
1,1,1881,1881,4.5,4.5
1,1,1900,1900,0.4,0.4
3,3,1905,1907,0.4,0.45
2,2,1918,1918,1.0,2.0
1,1,1905,1905,2.0,2.0
1,0,1917,1917,0.5,0.5
1,1,1917,1917,0.35,0.35
1,1,1900,1900,0.35,0.35
1,1,1914,1914,1.65,1.65
1,1,1957,1957,0.4,0.4
1,1,1900,1900,1.0,2.0
1,1,1901,1901,0.15,0.15
1,1,1915,1915,0.3,0.3
1,2,1912,1912,0.4,0.6
1,1,1918,1918,0.15,0.15
1,1,1905,1905,0.35,0.35
1,1,1998,1998,13.99,13.99
3,3,1919,1919,1.75,1.75
1,1,1987,1987,2.0,2.0
4,4,1943,1944,0.85,0.85
1,1,1906,1906,1.9,1.9
3,3,1917,1917,1.25,1.35
1,1,1913,1913,10.0,10.0
1,1,1953,1953,0.3,0.3
1,1,1900,1900,1.25,1.25
5,5,1917,1933,0.15,0.5
1,1,1900,1900,0.15,0.15
3,3,1914,1916,0.15,0.3
2,2,1939,1944,3.0,5.25
1,1,1914,1914,0.05,0.1
2,2,1924,1924,0.65,0.75
1,1,1914,1914,1.0,1.0
1,1,1987,1987,5.45,5.45
1,1,1987,1987,5.5,5.5
1,1,1969,1969,0.85,0.85
1,1,1917,1917,1.0,1.0
3,3,1948,1957,0.15,0.25
1,1,1917,1917,0.25,0.25
1,1,1913,1913,10.0,10.0
1,1,1892,1892,1.0,2.0
2,2,1958,1968,0.35,2.5
4,4,1900,1910,0.12,0.12
32,69,1914,1918,0.75,75.0
9,9,1900,1901,0.5,0.5
1,1,1914,1914,0.15,0.15
1,1,2002,2002,9.0,9.0
1,1,1900,1900,0.25,0.25
2,2,1912,1912,0.75,0.75
1,1,1899,1899,0.4,0.4
1,1,1917,1917,2.25,4.5
1,1,1939,1939,0.65,0.65
1,1,1943,1943,0.4,0.4
6,6,1900,1901,0.4,0.8
1,1,1913,1913,0.4,0.4
1,1,1918,1918,0.5,0.5
1,1,1989,1989,4.95,4.95
1,1,1913,1913,0.65,0.65
1,1,1914,1914,1.75,1.75
1,1,1900,1900,0.45,0.45
18,18,1917,1933,1.25,2.6
3,3,1914,1914,0.5,0.5
1,1,1917,1917,0.5,0.5
1,1,1974,1974,4.0,8.0
1,1,1958,1958,0.65,0.65
3,3,1918,1918,0.45,0.5
1,1,1949,1949,0.65,0.65
1,1,1900,1900,0.05,0.05
1,1,1943,1943,1.5,1.5
1,1,1900,1900,0.25,0.3
1,1,1987,1987,3.29,3.29
2,2,1984,1987,0.75,0.75
1,1,1914,1914,0.2,0.2
1,1,1901,1901,0.12,0.12
18,18,1881,1963,0.2,4.0
1,1,1987,1987,16.5,16.5
1,1,1918,1918,0.85,0.85
1,1,1918,1918,0.5,0.5
29,31,1881,1983,0.5,14.0
1,1,1998,1998,21.95,21.95
1,1,1913,1913,0.15,0.15
4,4,1913,1913,0.15,25.0
1,1,1900,1900,0.35,0.35
1,1,1917,1917,1.75,1.75
1,1,1940,1940,1.35,1.35
1,1,1954,1954,0.6,0.6
4,4,1896,1907,2.5,2.5
2,2,1900,1917,0.6,0.6
1,1,1900,1900,0.9,1.75
3,3,1941,1943,0.35,0.5
2,2,1912,1912,0.25,0.25
1,1,1987,1987,9.5,13.95
15,15,1899,1969,0.4,2.5
1,1,1917,1917,0.75,0.75
1,1,1897,1897,0.75,0.75
1,1,1900,1900,0.4,0.4
2,2,1985,1985,4.25,4.25
1,1,1914,1914,0.5,0.5
1,1,1940,1940,1.75,1.75
3,3,1943,1944,0.35,0.75
3,3,1900,1900,0.15,0.15
1,1,2000,2000,4.4,8.3
2,2,1905,1905,0.2,0.35
3,3,1892,1901,0.4,0.4
5,5,1914,1917,0.1,5.0
1,1,1917,1917,0.3,0.3
2,2,1914,1914,0.65,0.65
3,3,1913,1914,0.35,0.4
1,1,1950,1950,1.1,1.1
1,1,1948,1948,0.2,0.2
1,1,1913,1913,0.5,0.5
1,1,1981,1981,2.15,2.15
1,1,1962,1962,2.0,2.0
1,1,1949,1949,2.75,2.75
1,1,1901,1901,0.75,1.5
27,29,1912,1957,0.1,0.7
2,2,1913,1918,0.1,0.15
4,4,1917,1917,0.2,3.0
8,8,1912,1959,0.2,0.75
1,1,1962,1962,0.85,0.85
1,1,1987,1987,5.85,5.85
1,1,1906,1906,0.1,0.1
1,1,1985,1985,0.3,0.3
1,1,1947,1947,2.0,2.0
1,1,1914,1914,0.9,0.9
1,1,1958,1958,0.5,0.5
9,14,1912,1914,0.6,0.6
1,1,1914,1914,0.45,0.45
4,4,1900,1914,0.45,0.7
3,3,1900,1901,1.0,2.0
1,1,1959,1959,5.7,8.25
1,1,1931,1931,0.3,0.3
1,1,1919,1919,0.35,0.35
1,1,1913,1913,0.35,0.35
1,1,1950,1950,1.0,1.0
3,3,1950,1959,0.3,0.8
11,11,1900,1905,0.35,0.4
1,1,1978,1978,5.75,5.75
1,1,1917,1917,0.1,0.6
1,1,1907,1907,0.9,1.75
1,1,1919,1919,0.35,0.35
1,1,1915,1915,0.25,0.25
1,1,1959,1959,1.65,1.65
1,1,1987,1987,4.95,5.95
1,1,1917,1917,0.35,0.35
1,1,1917,1917,0.65,0.65
2,2,1899,1900,0.7,11.5
1,1,1953,1953,2.1,2.1
1,1,1949,1949,0.45,0.45
2,2,1918,1918,0.1,0.75
1,1,1969,1969,3.5,3.5
2,2,1900,1900,0.25,0.25
1,1,1919,1919,0.1,0.1
4,5,1918,1944,0.1,0.15
1,1,1913,1913,1.25,1.25
4,4,1917,1917,0.6,0.65
1,1,1961,1961,0.4,0.4
1,1,1958,1958,2.5,3.5
1,1,1900,1900,1.75,1.75
1,1,1914,1914,0.15,0.15
2,2,1914,1914,1.5,3.0
1,1,1939,1939,0.8,0.8
7,8,1887,1958,0.05,0.05
1,1,1961,1961,4.0,4.0
1,1,1958,1958,1.5,1.5
1,1,1955,1955,5.45,5.45
3,3,1900,1946,0.4,30.0
1,1,1913,1913,1.0,1.0
1,1,1915,1915,0.75,0.75
2,2,1900,1900,0.15,0.15
4,4,1955,1961,1.5,1.7
1,1,1987,1987,5.99,5.99
5,6,1913,1914,0.1,0.1
1,1,1959,1959,0.5,0.5
1,1,1917,1917,0.5,0.5
1,1,1959,1959,1.05,1.05
1,1,1979,1979,7.75,7.75
1,1,1913,1913,0.4,0.4
1,1,1961,1961,1.55,1.55
1,1,1900,1900,0.12,1.25
1,1,1985,1985,6.5,6.5
3,3,1913,1914,0.15,0.2
1,1,1914,1914,0.05,0.05
1,1,1914,1914,0.85,0.85
2,2,1914,1914,0.25,0.25
1,1,1943,1943,1.6,3.0
1,1,1917,1917,0.25,0.35
1,1,1913,1913,2.0,2.0
4,5,1913,1917,0.05,30.0
1,1,1914,1914,0.35,0.35
1,1,1985,1985,35.0,35.0
1,1,1893,1893,1.25,1.25
1,1,1941,1941,1.1,1.1
3,4,1918,1947,0.3,0.45
1,1,1918,1918,0.55,0.55
1,1,1901,1901,0.75,1.5
1,1,1975,1975,22.0,22.0
1,1,1950,1950,2.5,2.5
1,1,1987,1987,2.7,2.7
3,3,1900,1907,0.7,0.75
1,1,1969,1969,1.85,1.85
1,1,1905,1905,0.3,0.3
6,6,1889,1906,0.15,0.2
1,1,1980,1980,7.0,7.0
1,1,1906,1906,0.15,0.15
2,2,1918,1918,0.9,0.9
3,3,1905,1906,0.2,20.0
1,1,1914,1914,0.2,0.2
4,4,1900,1900,0.2,0.2
1,1,1906,1906,3.25,3.25
1,1,1914,1914,0.2,0.2
1,1,1901,1901,0.5,0.5
2,2,1918,1918,0.25,0.25
1,1,1914,1914,0.2,0.2
1,1,1916,1916,0.26,0.26
1,1,1958,1958,3.0,3.0
1,1,1914,1914,0.75,0.75
1,1,1900,1900,0.15,0.15
4,4,1901,1901,0.6,0.6
9,9,1900,1913,0.3,0.35
2,2,1917,1917,0.95,0.95
3,3,1914,1917,0.55,0.7
2,2,1915,1915,0.25,0.25
4,4,1892,1906,2.5,4.75
4,4,1937,1941,0.4,0.45
1,1,1917,1917,0.6,0.6
1,1,1920,1920,0.35,0.35
1,1,1987,1987,18.5,18.5
1,1,1907,1907,0.4,0.75
1,1,1900,1900,0.2,0.2
1,1,1987,1987,4.05,4.05
1,1,1900,1900,0.25,0.25
6,6,1938,1961,0.35,1.5
1,1,1948,1948,0.5,0.5
1,1,1943,1943,0.4,0.6
3,3,1914,1959,0.15,0.85
10,10,1915,1933,0.05,0.4
1,1,1961,1961,1.5,1.5
3,3,1892,1900,0.55,10.0
72,73,1852,1917,0.9,5.0
1,1,1987,1987,4.95,4.95
1,1,1948,1948,7.5,7.5
1,1,1917,1917,0.15,0.15
1,1,1918,1918,0.3,0.3
2,2,1948,1948,0.2,0.2
4,4,1917,1953,0.5,0.55
1,1,1884,1884,1.0,2.0
1,1,1962,1962,1.0,1.0
1,1,1914,1914,0.45,0.45
1,1,1958,1958,1.25,1.25
1,1,1913,1913,0.1,0.1
1,1,1939,1939,1.0,1.0
1,1,1962,1962,8.5,8.5
1,1,1914,1914,1.75,1.75
1,1,1959,1959,1.1,1.1
1,0,1997,1997,6.29,7.29
1,1,1914,1914,0.85,0.85
1,1,1977,1977,6.95,6.95
1,1,1948,1948,2.35,2.35
1,1,1913,1913,0.25,0.25
1,1,1962,1962,1.95,1.95
5,5,1917,1917,0.1,0.1
1,1,1866,1866,5.0,5.0
1,1,1913,1913,0.2,0.2
1,1,1961,1961,5.0,5.0
1,1,1947,1947,2.3,2.3
3,3,1901,1901,0.15,0.15
1,1,1900,1900,0.4,0.4
4,4,1940,1967,2.0,3.5
3,3,1940,1953,0.15,0.25
1,1,1913,1913,1.25,2.5
1,1,1906,1906,0.45,0.8
1,1,1914,1914,0.6,0.6
1,1,1917,1917,0.6,0.6
1,1,1987,1987,4.85,4.85
1,1,1918,1918,0.65,0.65
1,1,1900,1900,1.5,5.0
1,1,1957,1957,0.4,0.4
